,City,Price,Area,Location,bhk
10458,Delhi,2098000.0,800.0,Delhi Noida,2.0
10459,Delhi,2287000.0,800.0,Delhi Noida,2.0
10460,Delhi,2235000.0,810.0,Delhi Noida,2.0
10461,Delhi,2350000.0,800.0,Delhi Noida,2.0
10462,Delhi,2910000.0,800.0,Delhi Noida,2.0
10464,Delhi,2278000.0,800.0,Delhi Noida,2.0
10465,Delhi,2242000.0,800.0,Delhi Noida,2.0
10466,Delhi,2242000.0,800.0,Delhi Noida,2.0
10467,Delhi,2953000.0,800.0,Delhi Noida,2.0
10468,Delhi,2150000.0,1000.0,Delhi Noida,2.0
10469,Delhi,2207000.0,800.0,Delhi Noida,2.0
10470,Delhi,2715000.0,800.0,Delhi Noida,2.0
10472,Delhi,2950000.0,800.0,Delhi Noida,2.0
10474,Delhi,2100000.0,800.0,Delhi Noida,2.0
10475,Delhi,2933000.0,800.0,Delhi Noida,2.0
10478,Delhi,2285000.0,800.0,Delhi Noida,2.0
10479,Delhi,2983000.0,800.0,Delhi Noida,2.0
10481,Delhi,2870000.0,800.0,Delhi Noida,2.0
10483,Delhi,2832000.0,800.0,Delhi Noida,2.0
10486,Delhi,2900000.0,800.0,Delhi Noida,2.0
10488,Delhi,3005000.0,800.0,Delhi Noida,2.0
10490,Delhi,2306000.0,800.0,Delhi Noida,2.0
10491,Delhi,2122000.0,800.0,Delhi Noida,2.0
10492,Delhi,3016000.0,800.0,Delhi Noida,2.0
10493,Delhi,3900000.0,1100.0,Delhi Noida,3.0
10496,Delhi,2800000.0,800.0,Delhi Noida,2.0
10497,Delhi,2200000.0,800.0,Delhi Noida,2.0
10498,Delhi,2900000.0,800.0,Delhi Noida,2.0
10499,Delhi,2600000.0,1000.0,Delhi Noida,2.0
10501,Delhi,2950000.0,800.0,Delhi Noida,2.0
10503,Delhi,2400000.0,800.0,Delhi Noida,2.0
10505,Delhi,2600000.0,800.0,Delhi Noida,2.0
10507,Delhi,2871000.0,800.0,Delhi Noida,2.0
10509,Delhi,2247000.0,800.0,Delhi Noida,2.0
10510,Delhi,2880000.0,800.0,Delhi Noida,2.0
10511,Delhi,2249000.0,800.0,Delhi Noida,2.0
10512,Delhi,2500000.0,800.0,Delhi Noida,2.0
10515,Delhi,2255000.0,800.0,Delhi Noida,2.0
10516,Delhi,2900000.0,800.0,Delhi Noida,2.0
10520,Delhi,2900000.0,800.0,Delhi Noida,2.0
10522,Delhi,2250000.0,800.0,Delhi Noida,2.0
10523,Delhi,2326000.0,800.0,Delhi Noida,2.0
10524,Delhi,2900000.0,800.0,Delhi Noida,2.0
10527,Delhi,2250000.0,800.0,Delhi Noida,2.0
10528,Delhi,2980000.0,800.0,Delhi Noida,2.0
10531,Delhi,2817000.0,800.0,Delhi Noida,2.0
10534,Delhi,2980000.0,800.0,Delhi Noida,2.0
10535,Delhi,2850000.0,800.0,Delhi Noida,2.0
10538,Delhi,2100000.0,800.0,Delhi Noida,2.0
10539,Delhi,2126000.0,800.0,Delhi Noida,2.0
10540,Delhi,2350000.0,800.0,Delhi Noida,2.0
10541,Delhi,2950000.0,800.0,Delhi Noida,2.0
10544,Delhi,2718000.0,800.0,Delhi Noida,2.0
10546,Delhi,2326000.0,800.0,Delhi Noida,2.0
10547,Delhi,2900000.0,800.0,Delhi Noida,2.0
10549,Delhi,2236000.0,800.0,Delhi Noida,2.0
10550,Delhi,2400000.0,820.0,Delhi Noida,2.0
10551,Delhi,2318000.0,800.0,Delhi Noida,2.0
10552,Delhi,2560000.0,800.0,Delhi Noida,2.0
10554,Delhi,2700000.0,800.0,Delhi Noida,2.0
10556,Delhi,2216000.0,800.0,Delhi Noida,2.0
10557,Delhi,2910000.0,800.0,Delhi Noida,2.0
10560,Delhi,3016000.0,800.0,Delhi Noida,2.0
10561,Delhi,4500000.0,1000.0,Delhi Noida,3.0
10562,Delhi,2200000.0,800.0,Delhi Noida,2.0
10563,Delhi,2211000.0,800.0,Delhi Noida,2.0
10564,Delhi,2050000.0,800.0,Delhi Noida,2.0
10565,Delhi,2549000.0,800.0,Delhi Noida,2.0
10567,Delhi,2082000.0,800.0,Delhi Noida,2.0
10568,Delhi,2815000.0,800.0,Delhi Noida,2.0
10571,Delhi,2809000.0,800.0,Delhi Noida,2.0
10575,Delhi,2250000.0,810.0,Delhi Noida,2.0
10576,Delhi,2452000.0,800.0,Delhi Noida,2.0
10577,Delhi,2151000.0,800.0,Delhi Noida,2.0
10578,Delhi,2950000.0,800.0,Delhi Noida,2.0
10583,Delhi,2914000.0,800.0,Delhi Noida,2.0
10585,Delhi,2810000.0,800.0,Delhi Noida,2.0
10587,Delhi,2151000.0,800.0,Delhi Noida,2.0
10588,Delhi,2259000.0,800.0,Delhi Noida,2.0
10590,Delhi,4500000.0,1000.0,Delhi Noida,3.0
10591,Delhi,5200000.0,2320.0,Delhi Noida,2.0
10592,Delhi,3250000.0,1160.0,Delhi Noida,2.0
10593,Delhi,2700000.0,800.0,Delhi Noida,2.0
10595,Delhi,2716000.0,800.0,Delhi Noida,2.0
10596,Delhi,3500000.0,1000.0,Delhi Noida,3.0
10597,Delhi,6950000.0,2031.0,Delhi Noida,2.0
10600,Delhi,2209000.0,800.0,Delhi Noida Road,2.0
10601,Delhi,2000000.0,800.0,Delhi Noida Road,2.0
10603,Delhi,2800000.0,1000.0,Delhi Noida Road,3.0
10608,Delhi,2270000.0,800.0,Delhi Noida Road,2.0
10611,Delhi,2387000.0,800.0,Delhi Noida Road,2.0
10613,Delhi,2263000.0,800.0,Delhi Noida Road,2.0
10614,Delhi,2100000.0,800.0,Delhi Noida Road,2.0
10615,Delhi,2180000.0,800.0,Delhi Noida Road,2.0
10618,Delhi,2980000.0,1000.0,Delhi Noida Road,3.0
10619,Delhi,2263000.0,800.0,Delhi Noida Road,2.0
10621,Delhi,2300000.0,800.0,Delhi Noida Road,2.0
10622,Delhi,2980000.0,1000.0,Delhi Noida Road,3.0
10624,Delhi,2129000.0,800.0,Delhi Noida Road,2.0
10625,Delhi,2129000.0,800.0,Delhi Noida Road,2.0
10627,Delhi,2250000.0,800.0,Delhi Noida Road,2.0
10628,Delhi,11000000.0,1350.0,Delhi Okhla,3.0
10629,Delhi,14000000.0,800.0,Delhi Okhla,2.0
10630,Delhi,4000000.0,1300.0,Delhi Okhla,3.0
10631,Delhi,3600000.0,1980.0,Delhi Okhla,4.0
10632,Delhi,2900000.0,1300.0,Delhi Okhla,3.0
10633,Delhi,4700000.0,6975.0,Delhi Okhla,4.0
10634,Delhi,30000000.0,2340.0,Delhi Okhla,4.0
10635,Delhi,65000000.0,2234.0,Delhi Okhla,4.0
10636,Delhi,7500000.0,1784.0,Delhi Okhla,3.0
10637,Delhi,5400000.0,978.0,Delhi Okhla,2.0
10638,Delhi,16000000.0,1100.0,Delhi Om Nagar,2.0
10640,Delhi,55000000.0,1854.0,Delhi Om Nagar,3.0
10641,Delhi,55000000.0,2500.0,Delhi Om Nagar,4.0
10643,Delhi,90000000.0,2500.0,Delhi Om Nagar,4.0
10644,Delhi,65000000.0,2700.0,Delhi Om Nagar,5.0
10645,Delhi,12500000.0,1872.0,Delhi Om Nagar,3.0
10646,Delhi,2200000.0,1350.0,Delhi Om Nagar,2.0
10647,Delhi,2100000.0,1530.0,Delhi Om Nagar,2.0
10648,Delhi,10000000.0,2500.0,Delhi Om Nagar,2.0
10649,Delhi,22400000.0,1500.0,Delhi Om Nagar,2.0
10651,Delhi,35000000.0,1620.0,Delhi Om Nagar,2.0
10652,Delhi,7000000.0,2500.0,Delhi Om Nagar,2.0
10653,Delhi,9500000.0,1200.0,Delhi Om Nagar,2.0
10654,Delhi,9000000.0,1100.0,Delhi Om Nagar,3.0
10655,Delhi,9000000.0,2322.0,Delhi Om Nagar,2.0
10657,Delhi,70000000.0,2500.0,Delhi Om Nagar,4.0
10658,Delhi,3000000.0,1503.0,Delhi Om Nagar,2.0
10659,Delhi,3000000.0,1206.0,Delhi Om Nagar,2.0
10660,Delhi,2000000.0,2322.0,Delhi Om Nagar,2.0
10661,Delhi,16500000.0,1040.0,Delhi Om Nagar,2.0
10663,Delhi,2500000.0,945.0,Delhi Om Nagar,2.0
10667,Delhi,3500000.0,675.0,Delhi Om Nagar,2.0
10672,Delhi,3500000.0,675.0,Delhi Om Nagar,2.0
10673,Delhi,6500000.0,2500.0,Delhi Om Nagar,2.0
10674,Delhi,6000000.0,1800.0,Delhi Om Nagar,2.0
10676,Delhi,3500000.0,1350.0,Delhi Om Nagar,2.0
10677,Delhi,6500000.0,2500.0,Delhi Om Nagar,2.0
10678,Delhi,6000000.0,1800.0,Delhi Om Nagar,2.0
10680,Delhi,11000000.0,1044.0,Delhi Om Nagar,2.0
10681,Delhi,2500000.0,1000.0,Delhi Om Nagar,2.0
10683,Delhi,52500000.0,2500.0,Delhi Om Nagar,4.0
10684,Delhi,23000000.0,900.0,Delhi Om Nagar,3.0
10685,Delhi,23000000.0,900.0,Delhi Om Nagar,3.0
10687,Delhi,22500000.0,1809.0,Delhi Om Nagar,3.0
10689,Delhi,9000000.0,1620.0,Delhi Om Vihar,4.0
10690,Delhi,13500000.0,1620.0,Delhi Om Vihar,2.0
10691,Delhi,3700000.0,1125.0,Delhi Om Vihar,2.0
10692,Delhi,13500000.0,1620.0,Delhi Om Vihar,2.0
10693,Delhi,11500000.0,1125.0,Delhi Om Vihar,2.0
10694,Delhi,30000000.0,1620.0,Delhi Om Vihar,3.0
10695,Delhi,12500000.0,2808.0,Delhi Om Vihar,2.0
10696,Delhi,30000000.0,1620.0,Delhi Om Vihar,3.0
10697,Delhi,2700000.0,2808.0,Delhi Om Vihar,2.0
10698,Delhi,6500000.0,2160.0,Delhi Om Vihar,4.0
10699,Delhi,19000000.0,900.0,Delhi Om Vihar,2.0
10700,Delhi,6500000.0,1102.0,Delhi Om Vihar,2.0
10701,Delhi,5500000.0,1620.0,Delhi Om Vihar,2.0
10702,Delhi,21000000.0,1800.0,Delhi Om Vihar,2.0
10705,Delhi,6000000.0,1000.0,Delhi Om Vihar,2.0
10706,Delhi,2500000.0,927.0,Delhi Om Vihar,2.0
10707,Delhi,25000000.0,1152.0,Delhi Om Vihar,2.0
10708,Delhi,17500000.0,1134.0,Delhi Om Vihar,3.0
10709,Delhi,8500000.0,1401.0,Delhi Om Vihar,2.0
10710,Delhi,6500000.0,954.0,Delhi Om Vihar,2.0
10711,Delhi,17000000.0,1800.0,Delhi Palam,3.0
10712,Delhi,17000000.0,1800.0,Delhi Palam,3.0
10713,Delhi,18500000.0,2000.0,Delhi Palam,3.0
10714,Delhi,16000000.0,1800.0,Delhi Palam,3.0
10715,Delhi,5100000.0,900.0,Delhi Palam,3.0
10716,Delhi,19500000.0,2100.0,Delhi Palam,4.0
10717,Delhi,3500000.0,650.0,Delhi Palam,2.0
10718,Delhi,12300000.0,1300.0,Delhi Palam,3.0
10719,Delhi,12800000.0,1800.0,Delhi Palam,3.0
10720,Delhi,13000000.0,1800.0,Delhi Palam,3.0
10721,Delhi,20900000.0,2200.0,Delhi Palam,4.0
10722,Delhi,15800000.0,1800.0,Delhi Palam,3.0
10723,Delhi,16200000.0,1850.0,Delhi Palam,4.0
10724,Delhi,14000000.0,1000.0,Delhi Paschim Vihar,2.0
10726,Delhi,9000000.0,1100.0,Delhi Paschim Vihar,2.0
10727,Delhi,5000000.0,600.0,Delhi Paschim Vihar,1.0
10730,Delhi,8000000.0,850.0,Delhi Paschim Vihar,2.0
10731,Delhi,7500000.0,750.0,Delhi Paschim Vihar,2.0
10732,Delhi,8500000.0,900.0,Delhi Paschim Vihar,2.0
10733,Delhi,6500000.0,650.0,Delhi Paschim Vihar,2.0
10734,Delhi,13000000.0,1105.0,Delhi Paschim Vihar,3.0
10735,Delhi,7000000.0,600.0,Delhi Paschim Vihar,2.0
10737,Delhi,9000000.0,1000.0,Delhi Paschim Vihar,2.0
10738,Delhi,11800000.0,1200.0,Delhi Paschim Vihar,2.0
10739,Delhi,11800000.0,1200.0,Delhi Paschim Vihar,2.0
10741,Delhi,9000000.0,1000.0,Delhi Paschim Vihar,2.0
10744,Delhi,16000000.0,1500.0,Delhi Paschim Vihar,1.0
10745,Delhi,9000000.0,1200.0,Delhi Paschim Vihar,2.0
10746,Delhi,8000000.0,1500.0,Delhi Paschim Vihar,1.0
10748,Delhi,20000000.0,1150.0,Delhi Paschim Vihar,3.0
10749,Delhi,4500000.0,1450.0,Delhi Paschim Vihar,2.0
10751,Delhi,15500000.0,1400.0,Delhi Paschim Vihar,3.0
10753,Delhi,19500000.0,1400.0,Delhi Paschim Vihar,3.0
10754,Delhi,3800000.0,750.0,Delhi Paschim Vihar,2.0
10756,Delhi,10500000.0,1050.0,Delhi Paschim Vihar,2.0
10757,Delhi,14800000.0,750.0,Delhi Paschim Vihar,2.0
10758,Delhi,16500000.0,1300.0,Delhi Paschim Vihar,3.0
10759,Delhi,15000000.0,1350.0,Delhi Paschim Vihar,3.0
10760,Delhi,17000000.0,1000.0,Delhi Paschim Vihar,3.0
10761,Delhi,20000000.0,855.0,Delhi Paschim Vihar,2.0
10762,Delhi,6600000.0,700.0,Delhi Pitampura,2.0
10763,Delhi,16000000.0,1500.0,Delhi Pitampura,3.0
10764,Delhi,8499000.0,750.0,Delhi Pitampura,2.0
10765,Delhi,14500000.0,800.0,Delhi Pitampura,2.0
10766,Delhi,8000000.0,1000.0,Delhi Pitampura,2.0
10767,Delhi,14500000.0,800.0,Delhi Pitampura,2.0
10768,Delhi,8000000.0,1000.0,Delhi Pitampura,2.0
10769,Delhi,14500000.0,800.0,Delhi Pitampura,2.0
10770,Delhi,8000000.0,1000.0,Delhi Pitampura,2.0
10771,Delhi,4999000.0,600.0,Delhi Pitampura,1.0
10775,Delhi,35500000.0,1650.0,Delhi Pitampura,3.0
10778,Delhi,7500000.0,1530.0,Delhi Pitampura,2.0
10779,Delhi,15500000.0,1175.0,Delhi Pitampura,3.0
10780,Delhi,2000000.0,2700.0,Delhi Pitampura,2.0
10781,Delhi,5000000.0,2700.0,Delhi Pitampura,2.0
10782,Delhi,11500000.0,1194.0,Delhi Pitampura,3.0
10783,Delhi,9500000.0,1510.0,Delhi Pitampura,2.0
10784,Delhi,14500000.0,1510.0,Delhi Pitampura,2.0
10787,Delhi,28400000.0,1350.0,Delhi Pitampura,3.0
10790,Delhi,2800000.0,2340.0,Delhi Preet Vihar,4.0
10791,Delhi,17500000.0,1197.0,Delhi Preet Vihar,3.0
10792,Delhi,6000000.0,2700.0,Delhi Preet Vihar,6.0
10793,Delhi,18000000.0,945.0,Delhi Preet Vihar,2.0
10794,Delhi,5500000.0,1401.0,Delhi Preet Vihar,2.0
10795,Delhi,6500000.0,1101.0,Delhi Preet Vihar,2.0
10796,Delhi,18000000.0,945.0,Delhi Preet Vihar,2.0
10797,Delhi,6000000.0,1101.0,Delhi Preet Vihar,2.0
10798,Delhi,4200000.0,900.0,Delhi Preet Vihar,2.0
10800,Delhi,3700000.0,1800.0,Delhi Punjabi Bagh,3.0
10801,Delhi,18500000.0,1800.0,Delhi Punjabi Bagh,3.0
10802,Delhi,70000000.0,3015.0,Delhi Punjabi Bagh,8.0
10803,Delhi,17500000.0,4950.0,Delhi Punjabi Bagh,3.0
10804,Delhi,18000000.0,4950.0,Delhi Punjabi Bagh,7.0
10805,Delhi,160000000.0,1400.0,Delhi Punjabi Bagh,3.0
10806,Delhi,18000000.0,4950.0,Delhi Punjabi Bagh,3.0
10807,Delhi,125000000.0,1400.0,Delhi Punjabi Bagh,3.0
10808,Delhi,4550000.0,4000.0,Delhi Punjabi Bagh,1.0
10809,Delhi,4220000.0,1400.0,Delhi Punjabi Bagh,3.0
10810,Delhi,12500000.0,850.0,Delhi Rohini Sector 9,2.0
10811,Delhi,19000000.0,1400.0,Delhi Rohini Sector 9,3.0
10812,Delhi,12500000.0,1000.0,Delhi Rohini Sector 9,2.0
10813,Delhi,9400000.0,1000.0,Delhi Rohini Sector 9,2.0
10815,Delhi,15000000.0,1025.0,Delhi Rohini Sector 9,2.0
10816,Delhi,18500000.0,1250.0,Delhi Rohini Sector 9,3.0
10817,Delhi,10700000.0,1000.0,Delhi Rohini Sector 9,2.0
10818,Delhi,9400000.0,1000.0,Delhi Rohini Sector 9,2.0
10819,Delhi,16500000.0,1000.0,Delhi Rohini Sector 9,2.0
10822,Delhi,13700000.0,1050.0,Delhi Rohini Sector 9,3.0
10823,Delhi,12500000.0,900.0,Delhi Rohini Sector 9,2.0
10824,Delhi,12400000.0,1350.0,Delhi Rohini sector 24,3.0
10825,Delhi,9000000.0,645.0,Delhi Rohini sector 24,2.0
10826,Delhi,9800000.0,1055.0,Delhi Rohini sector 24,3.0
10827,Delhi,25000000.0,2202.0,Delhi Roop Nagar,4.0
10828,Delhi,40000000.0,2200.0,Delhi Roop Nagar,4.0
10829,Delhi,3500000.0,2500.0,Delhi Roop Nagar,4.0
10830,Delhi,3000000.0,5625.0,Delhi Roop Nagar,5.0
10831,Delhi,2300000.0,5625.0,Delhi Roop Nagar,5.0
10832,Delhi,6800000.0,2500.0,Delhi Roop Nagar,4.0
10833,Delhi,28500000.0,2500.0,Delhi Roop Nagar,4.0
10834,Delhi,12500000.0,2250.0,Delhi Roop Nagar,5.0
10835,Delhi,15500000.0,1800.0,Delhi Sainik Farms,4.0
10836,Delhi,2700000.0,1000.0,Delhi Sainik Farms,2.0
10837,Delhi,2500000.0,1500.0,Delhi Sainik Farms,3.0
10838,Delhi,2400000.0,900.0,Delhi Sainik Farms,3.0
10839,Delhi,2400000.0,900.0,Delhi Sainik Farms,3.0
10840,Delhi,3700000.0,700.0,Delhi Sainik Farms,2.0
10841,Delhi,2400000.0,900.0,Delhi Sainik Farms,2.0
10842,Delhi,20000000.0,900.0,Delhi Sainik Farms,3.0
10843,Delhi,24900000.0,1100.0,Delhi Sainik Farms,3.0
10844,Delhi,11200000.0,16000.0,Delhi Sainik Farms,1.0
10845,Delhi,14200000.0,2790.0,Delhi Sainik Farms,4.0
10846,Delhi,16000000.0,2790.0,Delhi Sainik Farms,4.0
10847,Delhi,45000000.0,1300.0,Delhi Saket,3.0
10848,Delhi,6100000.0,500.0,Delhi Saket,1.0
10850,Delhi,28000000.0,1800.0,Delhi Saket,3.0
10851,Delhi,20500000.0,1800.0,Delhi Saket,3.0
10852,Delhi,16500000.0,1450.0,Delhi Saket,2.0
10853,Delhi,29000000.0,2750.0,Delhi Saket,5.0
10855,Delhi,17000000.0,1350.0,Delhi Saket,2.0
10856,Delhi,18000000.0,1500.0,Delhi Saket,2.0
10857,Delhi,22500000.0,1750.0,Delhi Saket,3.0
10861,Delhi,20000000.0,1750.0,Delhi Saket,3.0
10862,Delhi,21500000.0,1750.0,Delhi Saket,2.0
10863,Delhi,21000000.0,1600.0,Delhi Saket,3.0
10864,Delhi,18500000.0,1350.0,Delhi Saket,3.0
10865,Delhi,20000000.0,2160.0,Delhi Saket,3.0
10868,Delhi,16000000.0,1650.0,Delhi Saket,3.0
10869,Delhi,28200000.0,1880.0,Delhi Saket,3.0
10871,Delhi,15000000.0,1500.0,Delhi Saket,3.0
10873,Delhi,2500000.0,1500.0,Delhi Saket,2.0
10874,Delhi,45000000.0,1350.0,Delhi Saket,3.0
10876,Delhi,4799000.0,1000.0,Delhi Saket,2.0
10878,Delhi,2000000.0,5500.0,Delhi Saket,8.0
10879,Delhi,2600000.0,1800.0,Delhi Saket,2.0
10883,Delhi,17000000.0,1450.0,Delhi Sarita Vihar,3.0
10886,Delhi,18300000.0,1550.0,Delhi Sarita Vihar,3.0
10887,Delhi,18000000.0,1500.0,Delhi Sarita Vihar,4.0
10888,Delhi,17000000.0,1550.0,Delhi Sarita Vihar,3.0
10889,Delhi,19000000.0,1500.0,Delhi Sarita Vihar,3.0
10890,Delhi,18000000.0,1450.0,Delhi Sarita Vihar,3.0
10892,Delhi,17000000.0,1400.0,Delhi Sarita Vihar,3.0
10896,Delhi,4000000.0,550.0,Delhi Sarita Vihar,1.0
10897,Delhi,11500000.0,550.0,Delhi Sarita Vihar,1.0
10898,Delhi,11500000.0,550.0,Delhi Sarita Vihar,1.0
10899,Delhi,4000000.0,580.0,Delhi Sarita Vihar,1.0
10900,Delhi,29000000.0,580.0,Delhi Sarita Vihar,1.0
10901,Delhi,34000000.0,530.0,Delhi Sarita Vihar,1.0
10902,Delhi,4400000.0,520.0,Delhi Sarita Vihar,1.0
10903,Delhi,4000000.0,520.0,Delhi Sarita Vihar,1.0
10904,Delhi,5100000.0,562.0,Delhi Sarita Vihar,1.0
10905,Delhi,5000000.0,580.0,Delhi Sarita Vihar,1.0
10906,Delhi,9900000.0,516.0,Delhi Sarita Vihar,1.0
10907,Delhi,3900000.0,594.0,Delhi Sarita Vihar,1.0
10908,Delhi,4300000.0,520.0,Delhi Sarita Vihar,1.0
10909,Delhi,32500000.0,516.0,Delhi Sarita Vihar,1.0
10910,Delhi,6500000.0,510.0,Delhi Sarita Vihar,1.0
10911,Delhi,14500000.0,516.0,Delhi Sarita Vihar,1.0
10912,Delhi,3900000.0,620.0,Delhi Sarita Vihar,1.0
10913,Delhi,14000000.0,570.0,Delhi Sarita Vihar,1.0
10914,Delhi,3900000.0,520.0,Delhi Sarita Vihar,1.0
10915,Delhi,4300000.0,520.0,Delhi Sarita Vihar,1.0
10916,Delhi,2775000.0,520.0,Delhi Sarita Vihar,1.0
10917,Delhi,3660000.0,520.0,Delhi Sarita Vihar,1.0
10918,Delhi,8000000.0,520.0,Delhi Sarita Vihar,1.0
10919,Delhi,3400000.0,520.0,Delhi Sarita Vihar,1.0
10920,Delhi,30000000.0,520.0,Delhi Sarita Vihar,1.0
10921,Delhi,5000000.0,460.0,Delhi Sarita Vihar,1.0
10922,Delhi,11500000.0,516.0,Delhi Sarita Vihar,1.0
10923,Delhi,42500000.0,516.0,Delhi Sarita Vihar,1.0
10924,Delhi,13899999.0,516.0,Delhi Sarita Vihar,1.0
10925,Delhi,40000000.0,1700.0,Delhi Sarita Vihar,3.0
10926,Delhi,24500000.0,516.0,Delhi Sarita Vihar,1.0
10927,Delhi,4000000.0,516.0,Delhi Sarita Vihar,1.0
10930,Delhi,26000000.0,1600.0,Delhi Sarita Vihar,3.0
10932,Delhi,100000000.0,2000.0,Delhi Sarita Vihar,4.0
10935,Delhi,19000000.0,1650.0,Delhi Sarita Vihar,3.0
10938,Delhi,10500000.0,1200.0,Delhi Sector 10 Dwarka,2.0
10939,Delhi,10500000.0,1200.0,Delhi Sector 10 Dwarka,2.0
10940,Delhi,16200000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10941,Delhi,22500000.0,2150.0,Delhi Sector 10 Dwarka,3.0
10942,Delhi,17000000.0,1900.0,Delhi Sector 10 Dwarka,3.0
10943,Delhi,15500000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10944,Delhi,15500000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10948,Delhi,16500000.0,1800.0,Delhi Sector 10 Dwarka,3.0
10950,Delhi,16200000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10951,Delhi,16000000.0,1800.0,Delhi Sector 10 Dwarka,3.0
10956,Delhi,16500000.0,1800.0,Delhi Sector 10 Dwarka,3.0
10957,Delhi,16000000.0,1700.0,Delhi Sector 10 Dwarka,3.0
10959,Delhi,23500000.0,2200.0,Delhi Sector 10 Dwarka,4.0
10960,Delhi,15100000.0,1700.0,Delhi Sector 10 Dwarka,3.0
10961,Delhi,11000000.0,1300.0,Delhi Sector 10 Dwarka,2.0
10962,Delhi,13500000.0,1500.0,Delhi Sector 10 Dwarka,3.0
10963,Delhi,15500000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10964,Delhi,10500000.0,1100.0,Delhi Sector 10 Dwarka,2.0
10965,Delhi,15500000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10966,Delhi,16500000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10968,Delhi,16000000.0,1700.0,Delhi Sector 10 Dwarka,3.0
10969,Delhi,13100000.0,1300.0,Delhi Sector 10 Dwarka,3.0
10970,Delhi,21000000.0,1900.0,Delhi Sector 10 Dwarka,4.0
10971,Delhi,21000000.0,2400.0,Delhi Sector 10 Dwarka,2.0
10972,Delhi,21000000.0,2400.0,Delhi Sector 10 Dwarka,2.0
10975,Delhi,15100000.0,1700.0,Delhi Sector 10 Dwarka,2.0
10976,Delhi,15500000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10977,Delhi,15200000.0,1400.0,Delhi Sector 10 Dwarka,3.0
10979,Delhi,15500000.0,1600.0,Delhi Sector 10 Dwarka,3.0
10980,Delhi,16000000.0,1800.0,Delhi Sector 10 Dwarka,3.0
10981,Delhi,17000000.0,1800.0,Delhi Sector 10 Dwarka,3.0
10982,Delhi,17000000.0,1800.0,Delhi Sector 10 Dwarka,3.0
10985,Delhi,16000000.0,1500.0,Delhi Sector 10 Dwarka,3.0
10986,Delhi,14000000.0,1500.0,Delhi Sector 10 Dwarka,3.0
10987,Delhi,21000000.0,1900.0,Delhi Sector 10 Dwarka,4.0
10988,Delhi,17200000.0,1750.0,Delhi Sector 10 Dwarka,3.0
10995,Delhi,18000000.0,1800.0,Delhi Sector 10 Dwarka,3.0
10996,Delhi,16500000.0,1850.0,Delhi Sector 10 Dwarka,3.0
11004,Delhi,15500000.0,1800.0,Delhi Sector 10 Dwarka,2.0
11006,Delhi,15800000.0,1550.0,Delhi Sector 10 Dwarka,3.0
11007,Delhi,20000000.0,1800.0,Delhi Sector 10 Dwarka,3.0
11008,Delhi,12500000.0,1550.0,Delhi Sector 11 Dwarka,3.0
11009,Delhi,12500000.0,1550.0,Delhi Sector 11 Dwarka,3.0
11011,Delhi,20900000.0,2200.0,Delhi Sector 11 Dwarka,4.0
11013,Delhi,16500000.0,1800.0,Delhi Sector 11 Dwarka,3.0
11014,Delhi,16000000.0,1800.0,Delhi Sector 11 Dwarka,3.0
11015,Delhi,15500000.0,1700.0,Delhi Sector 11 Dwarka,3.0
11016,Delhi,23000000.0,2300.0,Delhi Sector 11 Dwarka,4.0
11017,Delhi,19500000.0,2100.0,Delhi Sector 11 Dwarka,3.0
11018,Delhi,19500000.0,2100.0,Delhi Sector 11 Dwarka,3.0
11019,Delhi,13500000.0,1700.0,Delhi Sector 11 Dwarka,3.0
11022,Delhi,17500000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11023,Delhi,14500000.0,1800.0,Delhi Sector 11 Dwarka,3.0
11024,Delhi,18500000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11025,Delhi,19000000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11026,Delhi,22000000.0,2200.0,Delhi Sector 11 Dwarka,3.0
11028,Delhi,22000000.0,2200.0,Delhi Sector 11 Dwarka,4.0
11029,Delhi,19000000.0,2100.0,Delhi Sector 11 Dwarka,3.0
11030,Delhi,15000000.0,1800.0,Delhi Sector 11 Dwarka,3.0
11031,Delhi,15500000.0,1800.0,Delhi Sector 11 Dwarka,3.0
11032,Delhi,14900000.0,1700.0,Delhi Sector 11 Dwarka,3.0
11033,Delhi,12800000.0,1900.0,Delhi Sector 11 Dwarka,3.0
11035,Delhi,15500000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11036,Delhi,19500000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11037,Delhi,19800000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11038,Delhi,14500000.0,1800.0,Delhi Sector 11 Dwarka,3.0
11039,Delhi,19800000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11040,Delhi,19800000.0,2000.0,Delhi Sector 11 Dwarka,3.0
11041,Delhi,14800000.0,1600.0,Delhi Sector 11 Dwarka,3.0
11046,Delhi,19200000.0,2001.0,Delhi Sector 11 Dwarka,4.0
